9673.147,6848.189,6150.189,5979.885,5871.564,5834.136,5804.287,5726.703,5673.236,5633.226,5563.988,5566.147,5534.201,5540.333,5513.646,5507.942,5483.871,5440.361,5454.601,5397.935
0.596,0.628,0.633,0.637,0.645,0.656,0.652,0.661,0.673,0.681,0.678,0.677,0.692,0.689,0.677,0.693,0.681,0.688,0.686,0.682
33801.751,21623.745,18764.676,16861.446,15713.169,14874.166,14517.251,14196.353,13974.853,13732.171,13637.4,13459.271,13291.808,13162.738,13035.687,12922.499,12745.411,12741.547,12569.3,12391.339
0.499,0.501,0.499,0.501,0.503,0.505,0.508,0.512,0.52,0.527,0.524,0.532,0.537,0.537,0.538,0.547,0.554,0.553,0.565,0.555
41070.496,31208.65,28568.62,27395.133,26352.698,25701.601,25164.308,24846.252,24535.537,24308.407,24140.131,24025.55,23867.52,23739.079,23664.665,23567.895,23413.928,23299.823,23221.94,23241.452
0.498,0.501,0.504,0.501,0.496,0.504,0.507,0.509,0.526,0.524,0.533,0.539,0.548,0.543,0.553,0.56,0.556,0.571,0.573,0.571
46852.941,39801.65,37021.497,35324.521,34228.575,33347.255,32535.992,32030.681,31363.957,30849.255,30456.866,30285.477,29698.099,29735.391,29438.269,29140.41,29035.951,28811.751,28638.006,28537.536
0.502,0.506,0.5,0.498,0.505,0.494,0.499,0.5,0.492,0.489,0.494,0.497,0.495,0.491,0.499,0.498,0.496,0.493,0.502,0.493
65293.681,56792.023,53162.967,50946.081,49181.876,48363.774,47665.903,46987.7,46617.144,46422.442,46080.797,46242.638,45558.664,45586.238,45427.528,45244.574,45418.402,44980.414,44958.579,45006.385
0.464,0.469,0.46,0.451,0.454,0.454,0.459,0.449,0.452,0.454,0.437,0.45,0.426,0.427,0.412,0.459,0.43,0.43,0.432,0.429
