8221.243,6987.527,6855.039,6700.205,6642.381,6611.081,6521.763,6491.49,6450.831,6398.44,6379.718,6375.474,6354.478,6276.461,6254.21,6224.012,6216.807,6168.406,6184.545,6187.977
0.506,0.532,0.532,0.528,0.505,0.531,0.531,0.531,0.538,0.545,0.542,0.543,0.537,0.538,0.538,0.546,0.517,0.533,0.532,0.509
8677.678,7550.731,7223.031,6952.616,6820.368,6739.737,6660.036,6644.614,6560.333,6536.553,6470.218,6425.118,6413.483,6352.113,6339.394,6303.388,6223.058,6219.722,6171.231,6233.348
0.475,0.466,0.434,0.449,0.437,0.431,0.425,0.425,0.429,0.429,0.435,0.407,0.408,0.4,0.381,0.399,0.4,0.406,0.409,0.426
12909.299,11789.52,11605.343,11596.857,11414.434,11404.834,11373.678,11294.653,11185.853,11233.24,11152.158,11111.763,11080.813,10962.468,11039.561,11019.375,10819.804,10906.718,10988.511,10830.99
0.498,0.508,0.517,0.523,0.54,0.527,0.544,0.539,0.542,0.551,0.555,0.547,0.567,0.557,0.563,0.567,0.578,0.563,0.559,0.566
13869.068,12944.49,12854.923,12672.591,12560.801,12495.056,12501.834,12579.372,12397.726,12422.722,12453.181,12396.968,12366.878,12360.889,12318.032,12277.497,12370.789,12324.434,12373.561,12414.888
0.555,0.569,0.537,0.489,0.496,0.515,0.505,0.547,0.522,0.461,0.493,0.497,0.501,0.534,0.524,0.536,0.513,0.495,0.481,0.506
15084.2,14315.054,14084.157,13911.844,13810.39,13684.506,13594.8,13392.371,13495.651,13349.104,13230.049,13233.918,13223.09,13215.566,13073.22,13037.692,13007.571,12947.476,12800.219,12763.006
0.615,0.605,0.584,0.527,0.584,0.596,0.604,0.582,0.572,0.566,0.566,0.574,0.536,0.542,0.548,0.544,0.543,0.533,0.519,0.54
18861.916,17148.442,16941.91,16810.188,16765.333,16637.223,16633.06,16645.703,16510.758,16581.092,16370.621,16330.487,16211.709,16244.019,16119.832,16159.982,16158.691,16128.766,16104.448,15995.109
0.558,0.56,0.588,0.568,0.537,0.539,0.543,0.558,0.568,0.586,0.603,0.583,0.612,0.602,0.614,0.629,0.6,0.602,0.589,0.584
21805.317,20015.389,19462.013,19376.26,19485.839,19528.641,19332.043,19419.47,19208.37,19158.706,19130.016,19126.106,19169.524,19141.066,19042.082,19083.398,19100.197,19068.987,19138.512,18988.81
0.508,0.533,0.519,0.528,0.564,0.525,0.52,0.518,0.514,0.506,0.51,0.51,0.504,0.513,0.51,0.515,0.524,0.517,0.517,0.501
