2021-05-16 15:34:13,081 - classify.py[line:65] - INFO: Namespace(batch_size=64, dataset='Subj', epoch=80, gpu=1, lr=0.001, modelname='TextRNN', modelnum=0, seed=1, use_aug=0)
2021-05-16 15:34:20,390 - classify.py[line:114] - INFO: {'word_embedding_dimension': 300, 'Epoch1': 5, 'Epoch2': 80, 'dropout': 0.1, 'label_num': 2, 'learning_rate1': 1e-05, 'learning_rate2': 0.001, 'batch_size': 64, 'cuda': 1, 'negSampleNum': 3, 'max_bound': 1, 'kernel_sizes': [3, 4, 5], 'hidden_size': 256, 'hidden_layers': 1, 'bidirectional': True}
2021-05-16 15:34:21,035 - classify.py[line:120] - INFO: before training: 0.7959949970245361
2021-05-16 15:34:21,036 - classify.py[line:131] - INFO: ...start training...
2021-05-16 15:34:25,708 - classify.py[line:157] - INFO: Epoch 0, toal_loss 87.1546, aver loss 0.6972, test accuracy 0.9124
2021-05-16 15:34:30,873 - classify.py[line:157] - INFO: Epoch 1, toal_loss 86.4797, aver loss 0.3459, test accuracy 0.8348
2021-05-16 15:34:35,859 - classify.py[line:157] - INFO: Epoch 2, toal_loss 86.2191, aver loss 0.2299, test accuracy 0.7184
2021-05-16 15:34:40,772 - classify.py[line:157] - INFO: Epoch 3, toal_loss 85.6771, aver loss 0.1714, test accuracy 0.5932
2021-05-16 15:34:45,981 - classify.py[line:157] - INFO: Epoch 4, toal_loss 84.5583, aver loss 0.1353, test accuracy 0.5682
2021-05-16 15:34:50,707 - classify.py[line:157] - INFO: Epoch 5, toal_loss 82.6835, aver loss 0.1102, test accuracy 0.4931
2021-05-16 15:34:55,584 - classify.py[line:157] - INFO: Epoch 6, toal_loss 78.6492, aver loss 0.0899, test accuracy 0.4731
2021-05-16 15:35:00,583 - classify.py[line:157] - INFO: Epoch 7, toal_loss 70.4113, aver loss 0.0704, test accuracy 0.4380
2021-05-16 15:35:05,825 - classify.py[line:157] - INFO: Epoch 8, toal_loss 57.5021, aver loss 0.0511, test accuracy 0.4205
2021-05-16 15:35:10,880 - classify.py[line:157] - INFO: Epoch 9, toal_loss 45.1829, aver loss 0.0361, test accuracy 0.5920
2021-05-16 15:35:15,870 - classify.py[line:157] - INFO: Epoch 10, toal_loss 36.2568, aver loss 0.0264, test accuracy 0.6796
2021-05-16 15:35:20,827 - classify.py[line:157] - INFO: Epoch 11, toal_loss 31.6231, aver loss 0.0211, test accuracy 0.5820
2021-05-16 15:35:25,792 - classify.py[line:157] - INFO: Epoch 12, toal_loss 25.6331, aver loss 0.0158, test accuracy 0.5257
2021-05-16 15:35:30,547 - classify.py[line:157] - INFO: Epoch 13, toal_loss 17.2952, aver loss 0.0099, test accuracy 0.5569
2021-05-16 15:35:35,650 - classify.py[line:157] - INFO: Epoch 14, toal_loss 11.3874, aver loss 0.0061, test accuracy 0.5457
2021-05-16 15:35:40,918 - classify.py[line:157] - INFO: Epoch 15, toal_loss 8.8727, aver loss 0.0044, test accuracy 0.5720
2021-05-16 15:35:46,041 - classify.py[line:157] - INFO: Epoch 16, toal_loss 6.0800, aver loss 0.0029, test accuracy 0.5232
2021-05-16 15:35:51,307 - classify.py[line:157] - INFO: Epoch 17, toal_loss 4.2446, aver loss 0.0019, test accuracy 0.5119
2021-05-16 15:35:56,414 - classify.py[line:157] - INFO: Epoch 18, toal_loss 3.0512, aver loss 0.0013, test accuracy 0.4969
2021-05-16 15:36:01,353 - classify.py[line:157] - INFO: Epoch 19, toal_loss 1.6697, aver loss 0.0007, test accuracy 0.4881
2021-05-16 15:36:06,415 - classify.py[line:157] - INFO: Epoch 20, toal_loss 0.9160, aver loss 0.0003, test accuracy 0.5069
2021-05-16 15:36:11,368 - classify.py[line:157] - INFO: Epoch 21, toal_loss 0.4474, aver loss 0.0002, test accuracy 0.4994
2021-05-16 15:36:16,374 - classify.py[line:157] - INFO: Epoch 22, toal_loss 0.2021, aver loss 0.0001, test accuracy 0.5119
2021-05-16 15:36:21,533 - classify.py[line:157] - INFO: Epoch 23, toal_loss 0.1254, aver loss 0.0000, test accuracy 0.5131
2021-05-16 15:36:26,531 - classify.py[line:157] - INFO: Epoch 24, toal_loss 0.1102, aver loss 0.0000, test accuracy 0.5207
2021-05-16 15:36:31,525 - classify.py[line:157] - INFO: Epoch 25, toal_loss 0.0861, aver loss 0.0000, test accuracy 0.5181
2021-05-16 15:36:35,240 - classify.py[line:157] - INFO: Epoch 26, toal_loss 0.0730, aver loss 0.0000, test accuracy 0.5131
2021-05-16 15:36:38,461 - classify.py[line:157] - INFO: Epoch 27, toal_loss 0.0632, aver loss 0.0000, test accuracy 0.5232
2021-05-16 15:36:41,654 - classify.py[line:157] - INFO: Epoch 28, toal_loss 0.0520, aver loss 0.0000, test accuracy 0.5044
2021-05-16 15:36:45,699 - classify.py[line:157] - INFO: Epoch 29, toal_loss 0.0482, aver loss 0.0000, test accuracy 0.5119
2021-05-16 15:36:49,378 - classify.py[line:157] - INFO: Epoch 30, toal_loss 0.0420, aver loss 0.0000, test accuracy 0.5257
2021-05-16 15:36:52,629 - classify.py[line:157] - INFO: Epoch 31, toal_loss 0.0393, aver loss 0.0000, test accuracy 0.5194
2021-05-16 15:36:55,855 - classify.py[line:157] - INFO: Epoch 32, toal_loss 0.0341, aver loss 0.0000, test accuracy 0.5194
2021-05-16 15:36:58,898 - classify.py[line:157] - INFO: Epoch 33, toal_loss 0.0306, aver loss 0.0000, test accuracy 0.5181
2021-05-16 15:37:02,211 - classify.py[line:157] - INFO: Epoch 34, toal_loss 0.0279, aver loss 0.0000, test accuracy 0.5207
2021-05-16 15:37:05,870 - classify.py[line:157] - INFO: Epoch 35, toal_loss 0.0247, aver loss 0.0000, test accuracy 0.5219
2021-05-16 15:37:09,748 - classify.py[line:157] - INFO: Epoch 36, toal_loss 0.0231, aver loss 0.0000, test accuracy 0.5106
2021-05-16 15:37:13,260 - classify.py[line:157] - INFO: Epoch 37, toal_loss 0.0217, aver loss 0.0000, test accuracy 0.5181
2021-05-16 15:37:16,421 - classify.py[line:157] - INFO: Epoch 38, toal_loss 0.0190, aver loss 0.0000, test accuracy 0.5081
2021-05-16 15:37:19,814 - classify.py[line:157] - INFO: Epoch 39, toal_loss 0.0171, aver loss 0.0000, test accuracy 0.5119
2021-05-16 15:37:23,088 - classify.py[line:157] - INFO: Epoch 40, toal_loss 0.0155, aver loss 0.0000, test accuracy 0.5169
2021-05-16 15:37:26,390 - classify.py[line:157] - INFO: Epoch 41, toal_loss 0.0151, aver loss 0.0000, test accuracy 0.5131
2021-05-16 15:37:29,701 - classify.py[line:157] - INFO: Epoch 42, toal_loss 0.0132, aver loss 0.0000, test accuracy 0.5194
2021-05-16 15:37:32,965 - classify.py[line:157] - INFO: Epoch 43, toal_loss 0.0124, aver loss 0.0000, test accuracy 0.5207
2021-05-16 15:37:36,302 - classify.py[line:157] - INFO: Epoch 44, toal_loss 0.0114, aver loss 0.0000, test accuracy 0.5169
2021-05-16 15:37:39,558 - classify.py[line:157] - INFO: Epoch 45, toal_loss 0.0112, aver loss 0.0000, test accuracy 0.5144
2021-05-16 15:37:42,912 - classify.py[line:157] - INFO: Epoch 46, toal_loss 0.0097, aver loss 0.0000, test accuracy 0.5257
2021-05-16 15:37:46,536 - classify.py[line:157] - INFO: Epoch 47, toal_loss 0.0092, aver loss 0.0000, test accuracy 0.5169
2021-05-16 15:37:49,729 - classify.py[line:157] - INFO: Epoch 48, toal_loss 0.0080, aver loss 0.0000, test accuracy 0.5257
2021-05-16 15:37:52,869 - classify.py[line:157] - INFO: Epoch 49, toal_loss 0.0078, aver loss 0.0000, test accuracy 0.5169
